CENSUS_YEAR,DGUID,ALT_GEO_CODE,GEO_LEVEL,GEO_NAME,TNR_SF,TNR_LF,DATA_QUALITY_FLAG,CHARACTERISTIC_ID,CHARACTERISTIC_NAME,CHARACTERISTIC_NOTE,C1_COUNT_TOTAL,SYMBOL,C2_COUNT_MEN+,SYMBOL,C3_COUNT_WOMEN+,SYMBOL,C10_RATE_TOTAL,SYMBOL,C11_RATE_MEN+,SYMBOL,C12_RATE_WOMEN+,SYMBOL
2021,2021S0503001,1,Census metropolitan area,St. John's,2.9,4.1,0,27,75 to 79 years,,7185,,3255,,3935,,3.4,,3.1,,3.6,
2021,2021S0503001,1,Census metropolitan area,St. John's,2.9,4.1,0,28,80 to 84 years,,4325,,1835,,2490,,2,,1.8,,2.3,
2021,2021S0503001,1,Census metropolitan area,St. John's,2.9,4.1,0,29,85 years and over,,3585,,1210,,2380,,1.7,,1.2,,2.2,
2021,2021S0503001,1,Census metropolitan area,St. John's,2.9,4.1,0,30,85 to 89 years,,2280,,875,,1405,,1.1,,0.8,,1.3,
2021,2021S0503001,1,Census metropolitan area,St. John's,2.9,4.1,0,31,90 to 94 years,,985,,265,,720,,0.5,,0.3,,0.7,
2021,2021S0503001,1,Census metropolitan area,St. John's,2.9,4.1,0,32,95 to 99 years,,285,,60,,225,,0.1,,0.1,,0.2,
2021,2021S0503001,1,Census metropolitan area,St. John's,2.9,4.1,0,33,100 years and over,,25,,10,,25,,0,,0,,0,
2021,2021S0503001,1,Census metropolitan area,St. John's,2.9,4.1,0,39,Average age of the population,,42.1,,41,,43.1,,42.1,,41,,43.1,
2021,2021S0503001,1,Census metropolitan area,St. John's,2.9,4.1,0,40,Median age of the population,,42.4,,40.8,,43.6,,42.4,,40.8,,43.6,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,9,0 to 14 years,,1925,,965,,960,,13.9,,14.5,,13.3,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,10,0 to 4 years,,545,,285,,260,,3.9,,4.3,,3.6,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,11,5 to 9 years,,625,,290,,335,,4.5,,4.4,,4.6,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,12,10 to 14 years,,760,,395,,365,,5.5,,5.9,,5.1,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,13,15 to 64 years,,8455,,4100,,4355,,61,,61.7,,60.4,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,14,15 to 19 years,,725,,370,,360,,5.2,,5.6,,5,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,15,20 to 24 years,,675,,345,,330,,4.9,,5.2,,4.6,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,16,25 to 29 years,,620,,295,,325,,4.5,,4.4,,4.5,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,17,30 to 34 years,,680,,320,,355,,4.9,,4.8,,4.9,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,18,35 to 39 years,,755,,360,,395,,5.4,,5.4,,5.5,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,19,40 to 44 years,,850,,400,,460,,6.1,,6,,6.4,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,20,45 to 49 years,,890,,430,,460,,6.4,,6.5,,6.4,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,21,50 to 54 years,,990,,480,,510,,7.1,,7.2,,7.1,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,22,55 to 59 years,,1090,,535,,550,,7.9,,8,,7.6,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,23,60 to 64 years,,1180,,570,,610,,8.5,,8.6,,8.5,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,24,65 years and over,,3465,,1575,,1890,,25,,23.7,,26.2,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,25,65 to 69 years,,1080,,515,,565,,7.8,,7.7,,7.8,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,26,70 to 74 years,,910,,420,,490,,6.6,,6.3,,6.8,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,27,75 to 79 years,,640,,285,,355,,4.6,,4.3,,4.9,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,28,80 to 84 years,,505,,240,,265,,3.6,,3.6,,3.7,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,29,85 years and over,,330,,115,,215,,2.4,,1.7,,3,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,30,85 to 89 years,,245,,85,,155,,1.8,,1.3,,2.2,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,31,90 to 94 years,,75,,25,,50,,0.5,,0.4,,0.7,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,32,95 to 99 years,,15,,5,,10,,0.1,,0.1,,0.1,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,33,100 years and over,,0,,0,,0,,0,,0,,0,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,39,Average age of the population,,46,,45.2,,46.7,,46,,45.2,,46.7,
2021,2021S0504010,10,Census agglomeration,Grand Falls-Windsor,1.0,1.5,0,40,Median age of the population,,49.2,,48,,49.6,,49.2,,48,,49.6,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,9,0 to 14 years,,2025,,1050,,970,,15.1,,16.1,,14.1,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,10,0 to 4 years,,565,,285,,280,,4.2,,4.4,,4.1,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,11,5 to 9 years,,675,,355,,325,,5,,5.4,,4.7,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,12,10 to 14 years,,780,,410,,370,,5.8,,6.3,,5.4,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,13,15 to 64 years,,8525,,4195,,4330,,63.5,,64.3,,62.8,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,14,15 to 19 years,,800,,450,,345,,6,,6.9,,5,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,15,20 to 24 years,,670,,335,,335,,5,,5.1,,4.9,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,16,25 to 29 years,,645,,325,,325,,4.8,,5,,4.7,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,17,30 to 34 years,,780,,385,,395,,5.8,,5.9,,5.7,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,18,35 to 39 years,,835,,390,,445,,6.2,,6,,6.5,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,19,40 to 44 years,,800,,375,,425,,6,,5.8,,6.2,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,20,45 to 49 years,,980,,455,,525,,7.3,,7,,7.6,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,21,50 to 54 years,,1070,,510,,560,,8,,7.8,,8.1,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,22,55 to 59 years,,980,,490,,495,,7.3,,7.5,,7.2,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,23,60 to 64 years,,960,,475,,490,,7.2,,7.3,,7.1,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,24,65 years and over,,2865,,1275,,1590,,21.4,,19.6,,23.1,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,25,65 to 69 years,,805,,385,,415,,6,,5.9,,6,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,26,70 to 74 years,,775,,365,,410,,5.8,,5.6,,5.9,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,27,75 to 79 years,,505,,215,,285,,3.8,,3.3,,4.1,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,28,80 to 84 years,,405,,150,,255,,3,,2.3,,3.7,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,29,85 years and over,,380,,155,,225,,2.8,,2.4,,3.3,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,30,85 to 89 years,,245,,110,,130,,1.8,,1.7,,1.9,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,31,90 to 94 years,,110,,35,,75,,0.8,,0.5,,1.1,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,32,95 to 99 years,,25,,5,,20,,0.2,,0.1,,0.3,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,33,100 years and over,,0,,0,,0,,0,,0,,0,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,39,Average age of the population,,44,,42.6,,45.3,,44,,42.6,,45.3,
2021,2021S0504011,11,Census agglomeration,Gander,1.2,1.7,0,40,Median age of the population,,45.6,,44.4,,47.2,,45.6,,44.4,,47.2,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,9,0 to 14 years,,3755,,1985,,1775,,12.6,,13.8,,11.6,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,10,0 to 4 years,,1055,,535,,520,,3.5,,3.7,,3.4,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,11,5 to 9 years,,1330,,710,,615,,4.5,,4.9,,4,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,12,10 to 14 years,,1380,,740,,640,,4.6,,5.1,,4.2,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,13,15 to 64 years,,18520,,8905,,9610,,62.2,,61.8,,62.5,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,14,15 to 19 years,,1550,,770,,775,,5.2,,5.3,,5,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,15,20 to 24 years,,1610,,785,,830,,5.4,,5.5,,5.4,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,16,25 to 29 years,,1505,,750,,755,,5.1,,5.2,,4.9,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,17,30 to 34 years,,1585,,755,,830,,5.3,,5.2,,5.4,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,18,35 to 39 years,,1650,,790,,860,,5.5,,5.5,,5.6,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,19,40 to 44 years,,1790,,865,,925,,6,,6,,6,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,20,45 to 49 years,,1870,,855,,1015,,6.3,,5.9,,6.6,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,21,50 to 54 years,,2110,,1030,,1080,,7.1,,7.2,,7,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,22,55 to 59 years,,2410,,1145,,1270,,8.1,,8,,8.3,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,23,60 to 64 years,,2430,,1170,,1260,,8.2,,8.1,,8.2,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,24,65 years and over,,7485,,3505,,3980,,25.1,,24.3,,25.9,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,25,65 to 69 years,,2325,,1145,,1175,,7.8,,8,,7.6,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,26,70 to 74 years,,2140,,1025,,1115,,7.2,,7.1,,7.3,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,27,75 to 79 years,,1395,,665,,725,,4.7,,4.6,,4.7,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,28,80 to 84 years,,885,,380,,510,,3,,2.6,,3.3,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,29,85 years and over,,745,,290,,450,,2.5,,2,,2.9,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,30,85 to 89 years,,510,,220,,290,,1.7,,1.5,,1.9,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,31,90 to 94 years,,200,,60,,140,,0.7,,0.4,,0.9,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,32,95 to 99 years,,25,,5,,20,,0.1,,0,,0.1,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,33,100 years and over,,0,,0,,0,,0,,0,,0,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,39,Average age of the population,,46.2,,45.3,,47,,46.2,,45.3,,47,
2021,2021S0504015,15,Census agglomeration,Corner Brook,1.3,4.2,0,40,Median age of the population,,48.8,,48,,49.6,,48.8,,48,,49.6,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,9,0 to 14 years,,12405,,6365,,6035,,15.7,,16.6,,14.9,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,10,0 to 4 years,,3510,,1800,,1710,,4.5,,4.7,,4.2,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,11,5 to 9 years,,4240,,2190,,2045,,5.4,,5.7,,5.1,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,12,10 to 14 years,,4655,,2375,,2280,,5.9,,6.2,,5.6,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,13,15 to 64 years,,51205,,25125,,26075,,64.9,,65.5,,64.4,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,14,15 to 19 years,,4390,,2220,,2165,,5.6,,5.8,,5.3,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,15,20 to 24 years,,6380,,3370,,3015,,8.1,,8.8,,7.4,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,16,25 to 29 years,,5280,,2740,,2535,,6.7,,7.1,,6.3,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,17,30 to 34 years,,4960,,2375,,2580,,6.3,,6.2,,6.4,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,18,35 to 39 years,,4905,,2375,,2530,,6.2,,6.2,,6.3,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,19,40 to 44 years,,4910,,2270,,2640,,6.2,,5.9,,6.5,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,20,45 to 49 years,,4910,,2380,,2530,,6.2,,6.2,,6.3,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,21,50 to 54 years,,4955,,2385,,2570,,6.3,,6.2,,6.3,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,22,55 to 59 years,,5385,,2595,,2795,,6.8,,6.8,,6.9,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,23,60 to 64 years,,5135,,2420,,2710,,6.5,,6.3,,6.7,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,24,65 years and over,,15255,,6895,,8360,,19.3,,18,,20.7,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,25,65 to 69 years,,4920,,2335,,2580,,6.2,,6.1,,6.4,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,26,70 to 74 years,,4260,,2000,,2260,,5.4,,5.2,,5.6,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,27,75 to 79 years,,2665,,1220,,1445,,3.4,,3.2,,3.6,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,28,80 to 84 years,,1710,,740,,970,,2.2,,1.9,,2.4,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,29,85 years and over,,1700,,600,,1100,,2.2,,1.6,,2.7,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,30,85 to 89 years,,1030,,415,,625,,1.3,,1.1,,1.5,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,31,90 to 94 years,,490,,150,,335,,0.6,,0.4,,0.8,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,32,95 to 99 years,,160,,35,,125,,0.2,,0.1,,0.3,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,33,100 years and over,,20,,0,,15,,0,,0,,0,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,39,Average age of the population,,41.6,,40.5,,42.7,,41.6,,40.5,,42.7,
2021,2021S0504105,105,Census agglomeration,Charlottetown,2.1,2.8,0,40,Median age of the population,,41.2,,39.6,,42.8,,41.2,,39.6,,42.8,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,9,0 to 14 years,,2700,,1410,,1290,,14.9,,16.2,,13.6,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,10,0 to 4 years,,745,,395,,355,,4.1,,4.6,,3.7,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,11,5 to 9 years,,955,,505,,455,,5.3,,5.8,,4.8,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,12,10 to 14 years,,1005,,520,,485,,5.5,,6,,5.1,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,13,15 to 64 years,,11160,,5390,,5765,,61.5,,62.1,,60.8,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,14,15 to 19 years,,995,,500,,495,,5.5,,5.8,,5.2,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,15,20 to 24 years,,1175,,640,,530,,6.5,,7.4,,5.6,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,16,25 to 29 years,,915,,480,,435,,5,,5.5,,4.6,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,17,30 to 34 years,,970,,485,,495,,5.3,,5.6,,5.2,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,18,35 to 39 years,,1010,,460,,550,,5.6,,5.3,,5.8,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,19,40 to 44 years,,1010,,475,,535,,5.6,,5.5,,5.6,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,20,45 to 49 years,,1135,,540,,595,,6.3,,6.2,,6.3,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,21,50 to 54 years,,1140,,535,,600,,6.3,,6.2,,6.3,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,22,55 to 59 years,,1440,,675,,765,,7.9,,7.8,,8.1,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,23,60 to 64 years,,1365,,595,,765,,7.5,,6.9,,8.1,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,24,65 years and over,,4295,,1875,,2420,,23.7,,21.6,,25.5,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,25,65 to 69 years,,1240,,575,,665,,6.8,,6.6,,7,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,26,70 to 74 years,,1145,,530,,615,,6.3,,6.1,,6.5,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,27,75 to 79 years,,775,,315,,460,,4.3,,3.6,,4.9,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,28,80 to 84 years,,575,,240,,340,,3.2,,2.8,,3.6,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,29,85 years and over,,560,,215,,345,,3.1,,2.5,,3.6,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,30,85 to 89 years,,380,,150,,235,,2.1,,1.7,,2.5,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,31,90 to 94 years,,125,,40,,85,,0.7,,0.5,,0.9,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,32,95 to 99 years,,45,,20,,25,,0.2,,0.2,,0.3,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,33,100 years and over,,5,,0,,5,,0,,0,,0.1,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,39,Average age of the population,,44.6,,42.8,,46.2,,44.6,,42.8,,46.2,
2021,2021S0504110,110,Census agglomeration,Summerside,1.3,1.6,0,40,Median age of the population,,46.4,,44,,48.4,,46.4,,44,,48.4,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,9,0 to 14 years,,69345,,35530,,33810,,14.9,,15.6,,14.2,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,10,0 to 4 years,,21030,,10680,,10350,,4.5,,4.7,,4.3,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,11,5 to 9 years,,24120,,12375,,11745,,5.2,,5.4,,4.9,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,12,10 to 14 years,,24195,,12480,,11715,,5.2,,5.5,,4.9,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,13,15 to 64 years,,315485,,155320,,160170,,67.7,,68.4,,67.1,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,14,15 to 19 years,,23330,,12020,,11310,,5,,5.3,,4.7,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,15,20 to 24 years,,33365,,17205,,16160,,7.2,,7.6,,6.8,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,16,25 to 29 years,,36205,,18150,,18055,,7.8,,8,,7.6,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,17,30 to 34 years,,34790,,17190,,17600,,7.5,,7.6,,7.4,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,18,35 to 39 years,,32335,,15800,,16535,,6.9,,7,,6.9,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,19,40 to 44 years,,29970,,14420,,15545,,6.4,,6.3,,6.5,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,20,45 to 49 years,,29485,,14210,,15270,,6.3,,6.3,,6.4,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,21,50 to 54 years,,30110,,14365,,15745,,6.5,,6.3,,6.6,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,22,55 to 59 years,,34180,,16670,,17510,,7.3,,7.3,,7.3,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,23,60 to 64 years,,31710,,15285,,16425,,6.8,,6.7,,6.9,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,24,65 years and over,,80875,,36280,,44595,,17.4,,16,,18.7,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,25,65 to 69 years,,26525,,12360,,14165,,5.7,,5.4,,5.9,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,26,70 to 74 years,,22415,,10395,,12020,,4.8,,4.6,,5,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,27,75 to 79 years,,14655,,6725,,7930,,3.1,,3,,3.3,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,28,80 to 84 years,,9035,,3850,,5185,,1.9,,1.7,,2.2,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,29,85 years and over,,8240,,2950,,5290,,1.8,,1.3,,2.2,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,30,85 to 89 years,,5365,,2135,,3230,,1.2,,0.9,,1.4,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,31,90 to 94 years,,2165,,690,,1470,,0.5,,0.3,,0.6,
2021,2021S0503205,205,Census metropolitan area,Halifax,2.8,3.6,0,32,95 to 99 years,,620,,105,,515,,0.1,,0,,0.2,
