ref_date,region,annual_percent_increase
"1963-04-01 00:00:00","British Columbia",2.36
"1963-07-01 00:00:00","British Columbia",2.35
"1963-10-01 00:00:00","British Columbia",2.51
"1964-01-01 00:00:00","British Columbia",2.49
"1964-04-01 00:00:00","British Columbia",2.54
"1964-07-01 00:00:00","British Columbia",2.82
"1964-10-01 00:00:00","British Columbia",2.86
"1965-01-01 00:00:00","British Columbia",2.95
"1965-04-01 00:00:00","British Columbia",3.05
"1965-07-01 00:00:00","British Columbia",3.09
"1965-10-01 00:00:00","British Columbia",3.51
"1966-01-01 00:00:00","British Columbia",3.88
"1966-04-01 00:00:00","British Columbia",4.02
"1966-07-01 00:00:00","British Columbia",4.21
"1966-10-01 00:00:00","British Columbia",4.27
"1967-01-01 00:00:00","British Columbia",4.22
"1967-04-01 00:00:00","British Columbia",4.03
"1967-07-01 00:00:00","British Columbia",3.72
"1967-10-01 00:00:00","British Columbia",3.41
"1968-01-01 00:00:00","British Columbia",3.22
"1968-04-01 00:00:00","British Columbia",3.05
"1968-07-01 00:00:00","British Columbia",2.87
"1968-10-01 00:00:00","British Columbia",2.69
"1969-01-01 00:00:00","British Columbia",2.72
"1969-04-01 00:00:00","British Columbia",2.81
"1969-07-01 00:00:00","British Columbia",2.94
"1969-10-01 00:00:00","British Columbia",2.92
"1970-01-01 00:00:00","British Columbia",3.18
"1970-04-01 00:00:00","British Columbia",3.22
"1970-07-01 00:00:00","British Columbia",3.34
"1970-10-01 00:00:00","British Columbia",3.36
"1971-01-01 00:00:00","British Columbia",2.90
"1971-04-01 00:00:00","British Columbia",2.83
"1971-07-01 00:00:00","British Columbia",4.99
"1971-10-01 00:00:00","British Columbia",4.96
"1972-01-01 00:00:00","British Columbia",5.08
"1972-04-01 00:00:00","British Columbia",5.17
"1972-07-01 00:00:00","British Columbia",2.75
"1972-10-01 00:00:00","British Columbia",2.65
"1973-01-01 00:00:00","British Columbia",2.64
"1973-04-01 00:00:00","British Columbia",2.63
"1973-07-01 00:00:00","British Columbia",2.83
"1973-10-01 00:00:00","British Columbia",2.95
"1974-01-01 00:00:00","British Columbia",3.07
"1974-04-01 00:00:00","British Columbia",3.15
"1974-07-01 00:00:00","British Columbia",3.18
"1974-10-01 00:00:00","British Columbia",3.12
"1975-01-01 00:00:00","British Columbia",2.87
"1975-04-01 00:00:00","British Columbia",2.64
"1975-07-01 00:00:00","British Columbia",2.33
"1975-10-01 00:00:00","British Columbia",2.01
"1976-01-01 00:00:00","British Columbia",1.67
"1976-04-01 00:00:00","British Columbia",1.47
"1976-07-01 00:00:00","British Columbia",1.37
"1976-10-01 00:00:00","British Columbia",1.44
"1977-01-01 00:00:00","British Columbia",1.33
"1977-04-01 00:00:00","British Columbia",1.38
"1977-07-01 00:00:00","British Columbia",1.44
"1977-10-01 00:00:00","British Columbia",1.56
"1978-01-01 00:00:00","British Columbia",1.64
"1978-04-01 00:00:00","British Columbia",1.67
"1978-07-01 00:00:00","British Columbia",1.74
"1978-10-01 00:00:00","British Columbia",1.75
"1979-01-01 00:00:00","British Columbia",1.77
"1979-04-01 00:00:00","British Columbia",1.82
"1979-07-01 00:00:00","British Columbia",1.91
"1979-10-01 00:00:00","British Columbia",2.25
"1980-01-01 00:00:00","British Columbia",2.49
"1980-04-01 00:00:00","British Columbia",2.72
"1980-07-01 00:00:00","British Columbia",3.02
"1980-10-01 00:00:00","British Columbia",3.07
"1981-01-01 00:00:00","British Columbia",3.07
"1981-04-01 00:00:00","British Columbia",3.03
"1981-07-01 00:00:00","British Columbia",2.94
"1981-10-01 00:00:00","British Columbia",2.58
"1982-01-01 00:00:00","British Columbia",2.38
"1982-04-01 00:00:00","British Columbia",2.14
"1982-07-01 00:00:00","British Columbia",1.77
"1982-10-01 00:00:00","British Columbia",1.43
"1983-01-01 00:00:00","British Columbia",1.20
"1983-04-01 00:00:00","British Columbia",1.15
"1983-07-01 00:00:00","British Columbia",1.08
"1983-10-01 00:00:00","British Columbia",1.15
"1984-01-01 00:00:00","British Columbia",1.24
"1984-04-01 00:00:00","British Columbia",1.27
"1984-07-01 00:00:00","British Columbia",1.36
"1984-10-01 00:00:00","British Columbia",1.27
"1985-01-01 00:00:00","British Columbia",1.19
"1985-04-01 00:00:00","British Columbia",1.10
"1985-07-01 00:00:00","British Columbia",0.95
"1985-10-01 00:00:00","British Columbia",0.94
"1986-01-01 00:00:00","British Columbia",0.91
"1986-04-01 00:00:00","British Columbia",0.90
"1986-07-01 00:00:00","British Columbia",0.96
"1986-10-01 00:00:00","British Columbia",1.06
"1987-01-01 00:00:00","British Columbia",1.10
"1987-04-01 00:00:00","British Columbia",1.29
"1987-07-01 00:00:00","British Columbia",1.50
"1987-10-01 00:00:00","British Columbia",1.76
"1988-01-01 00:00:00","British Columbia",1.97
"1988-04-01 00:00:00","British Columbia",2.03
"1988-07-01 00:00:00","British Columbia",2.17
"1988-10-01 00:00:00","British Columbia",2.37
"1989-01-01 00:00:00","British Columbia",2.49
"1989-04-01 00:00:00","British Columbia",2.60
"1989-07-01 00:00:00","British Columbia",2.63
"1989-10-01 00:00:00","British Columbia",2.78
"1990-01-01 00:00:00","British Columbia",2.83
"1990-04-01 00:00:00","British Columbia",2.91
"1990-07-01 00:00:00","British Columbia",2.98
"1990-10-01 00:00:00","British Columbia",2.90
"1991-01-01 00:00:00","British Columbia",2.85
"1991-04-01 00:00:00","British Columbia",2.62
"1991-07-01 00:00:00","British Columbia",2.48
"1991-10-01 00:00:00","British Columbia",2.44
"1992-01-01 00:00:00","British Columbia",2.49
"1992-04-01 00:00:00","British Columbia",2.70
"1992-07-01 00:00:00","British Columbia",2.82
"1992-10-01 00:00:00","British Columbia",2.88
"1993-01-01 00:00:00","British Columbia",2.90
"1993-04-01 00:00:00","British Columbia",2.87
"1993-07-01 00:00:00","British Columbia",2.85
"1993-10-01 00:00:00","British Columbia",2.84
"1994-01-01 00:00:00","British Columbia",2.87
"1994-04-01 00:00:00","British Columbia",2.96
"1994-07-01 00:00:00","British Columbia",3.04
"1994-10-01 00:00:00","British Columbia",3.05
"1995-01-01 00:00:00","British Columbia",2.95
"1995-04-01 00:00:00","British Columbia",2.87
"1995-07-01 00:00:00","British Columbia",2.76
"1995-10-01 00:00:00","British Columbia",2.53
"1996-01-01 00:00:00","British Columbia",2.58
"1996-04-01 00:00:00","British Columbia",2.62
"1996-07-01 00:00:00","British Columbia",2.57
"1996-10-01 00:00:00","British Columbia",2.46
"1997-01-01 00:00:00","British Columbia",2.29
"1997-04-01 00:00:00","British Columbia",2.11
"1997-07-01 00:00:00","British Columbia",1.92
"1997-10-01 00:00:00","British Columbia",1.68
"1998-01-01 00:00:00","British Columbia",1.49
"1998-04-01 00:00:00","British Columbia",1.19
"1998-07-01 00:00:00","British Columbia",0.87
"1998-10-01 00:00:00","British Columbia",0.65
"1999-01-01 00:00:00","British Columbia",0.57
"1999-04-01 00:00:00","British Columbia",0.62
"1999-07-01 00:00:00","British Columbia",0.71
"1999-10-01 00:00:00","British Columbia",0.78
"2000-01-01 00:00:00","British Columbia",0.78
"2000-04-01 00:00:00","British Columbia",0.77
"2000-07-01 00:00:00","British Columbia",0.69
"2000-10-01 00:00:00","British Columbia",0.69
"2001-01-01 00:00:00","British Columbia",0.71
"2001-04-01 00:00:00","British Columbia",0.81
"2001-07-01 00:00:00","British Columbia",0.93
"2001-10-01 00:00:00","British Columbia",0.90
"2002-01-01 00:00:00","British Columbia",0.79
"2002-04-01 00:00:00","British Columbia",0.69
"2002-07-01 00:00:00","British Columbia",0.58
"2002-10-01 00:00:00","British Columbia",0.56
"2003-01-01 00:00:00","British Columbia",0.56
"2003-04-01 00:00:00","British Columbia",0.51
"2003-07-01 00:00:00","British Columbia",0.58
"2003-10-01 00:00:00","British Columbia",0.64
"2004-01-01 00:00:00","British Columbia",0.72
"2004-04-01 00:00:00","British Columbia",0.75
"2004-07-01 00:00:00","British Columbia",0.76
"2004-10-01 00:00:00","British Columbia",0.80
"2005-01-01 00:00:00","British Columbia",0.82
"2005-04-01 00:00:00","British Columbia",0.89
"2005-07-01 00:00:00","British Columbia",0.97
"2005-10-01 00:00:00","British Columbia",1.08
"2006-01-01 00:00:00","British Columbia",1.05
"2006-04-01 00:00:00","British Columbia",1.08
"2006-07-01 00:00:00","British Columbia",1.09
"2006-10-01 00:00:00","British Columbia",1.09
"2007-01-01 00:00:00","British Columbia",1.12
"2007-04-01 00:00:00","British Columbia",1.15
"2007-07-01 00:00:00","British Columbia",1.16
"2007-10-01 00:00:00","British Columbia",1.25
"2008-01-01 00:00:00","British Columbia",1.27
"2008-04-01 00:00:00","British Columbia",1.29
"2008-07-01 00:00:00","British Columbia",1.36
"2008-10-01 00:00:00","British Columbia",1.37
"2009-01-01 00:00:00","British Columbia",1.44
"2009-04-01 00:00:00","British Columbia",1.47
"2009-07-01 00:00:00","British Columbia",1.41
"2009-10-01 00:00:00","British Columbia",1.38
"2010-01-01 00:00:00","British Columbia",1.36
"2010-04-01 00:00:00","British Columbia",1.33
"2010-07-01 00:00:00","British Columbia",1.25
"2010-10-01 00:00:00","British Columbia",1.17
"2011-01-01 00:00:00","British Columbia",0.92
"2011-04-01 00:00:00","British Columbia",0.78
"2011-07-01 00:00:00","British Columbia",0.86
"2011-10-01 00:00:00","British Columbia",1.02
"2012-01-01 00:00:00","British Columbia",1.28
"2012-04-01 00:00:00","British Columbia",1.42
"2012-07-01 00:00:00","British Columbia",1.49
"2012-10-01 00:00:00","British Columbia",1.45
"2013-01-01 00:00:00","British Columbia",1.39
"2013-04-01 00:00:00","British Columbia",1.41
"2013-07-01 00:00:00","British Columbia",1.40
"2013-10-01 00:00:00","British Columbia",1.50
"2014-01-01 00:00:00","British Columbia",1.51
"2014-04-01 00:00:00","British Columbia",1.59
"2014-07-01 00:00:00","British Columbia",1.68
"2014-10-01 00:00:00","British Columbia",1.71
"2015-01-01 00:00:00","British Columbia",1.70
"2015-04-01 00:00:00","British Columbia",1.58
"2015-07-01 00:00:00","British Columbia",1.12
"2015-10-01 00:00:00","British Columbia",1.10
"2016-01-01 00:00:00","British Columbia",1.18
"2016-04-01 00:00:00","British Columbia",1.41
"2016-07-01 00:00:00","British Columbia",2.01
"2016-10-01 00:00:00","British Columbia",1.90
"2017-01-01 00:00:00","British Columbia",1.80
"2017-04-01 00:00:00","British Columbia",1.61
"2017-07-01 00:00:00","British Columbia",1.50
"2017-10-01 00:00:00","British Columbia",1.56
"2018-01-01 00:00:00","British Columbia",1.65
"2018-04-01 00:00:00","British Columbia",1.69
"2018-07-01 00:00:00","British Columbia",1.76
"2018-10-01 00:00:00","British Columbia",1.80
"2019-01-01 00:00:00","British Columbia",1.74
"2019-04-01 00:00:00","British Columbia",1.78
"2019-07-01 00:00:00","British Columbia",1.79
"2019-10-01 00:00:00","British Columbia",1.90
"2020-01-01 00:00:00","British Columbia",1.90
"2020-04-01 00:00:00","British Columbia",1.75
"2020-07-01 00:00:00","British Columbia",1.27
"2020-10-01 00:00:00","British Columbia",0.50
"2021-01-01 00:00:00","British Columbia",0.45
"2021-04-01 00:00:00","British Columbia",0.60
"2021-07-01 00:00:00","British Columbia",0.98
"2021-10-01 00:00:00","British Columbia",1.80
"2022-01-01 00:00:00","British Columbia",2.06
"2022-04-01 00:00:00","British Columbia",2.11
"2022-07-01 00:00:00","British Columbia",2.48
"2022-10-01 00:00:00","British Columbia",2.59
"2023-01-01 00:00:00","British Columbia",2.74
"2023-04-01 00:00:00","British Columbia",2.95
"2023-07-01 00:00:00","British Columbia",3.04
"2023-10-01 00:00:00","British Columbia",3.29
"1947-01-01 00:00:00",Canada,2.15
"1947-04-01 00:00:00",Canada,2.17
"1947-07-01 00:00:00",Canada,2.11
"1947-10-01 00:00:00",Canada,2.04
"1948-01-01 00:00:00",Canada,2.09
"1948-04-01 00:00:00",Canada,2.13
"1948-07-01 00:00:00",Canada,2.19
"1948-10-01 00:00:00",Canada,2.25
"1949-01-01 00:00:00",Canada,2.27
"1949-04-01 00:00:00",Canada,4.90
"1949-07-01 00:00:00",Canada,4.85
"1949-10-01 00:00:00",Canada,4.78
"1950-01-01 00:00:00",Canada,4.69
"1950-04-01 00:00:00",Canada,1.97
"1950-07-01 00:00:00",Canada,1.94
"1950-10-01 00:00:00",Canada,1.91
"1951-01-01 00:00:00",Canada,1.93
"1951-04-01 00:00:00",Canada,2.01
"1951-07-01 00:00:00",Canada,2.28
"1951-10-01 00:00:00",Canada,2.58
"1952-01-01 00:00:00",Canada,2.93
"1952-04-01 00:00:00",Canada,3.15
"1952-07-01 00:00:00",Canada,3.17
