REF_DATE,GEO,DGUID,Components of population growth,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1947-04,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,553,,,,0
1947-04,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,875,,,,0
1947-04,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,2066,,,,0
1947-04,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,2,,,,0
1947-04,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,12,,,,0
1947-07,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,18624,,,,0
1947-07,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,64,,,,0
1947-07,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,707,,,,0
1947-07,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,373,,,,0
1947-07,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,2104,,,,0
1947-07,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,11042,,,,0
1947-07,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,642,,,,0
1947-07,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,534,,,,0
1947-07,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,812,,,,0
1947-07,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,2333,,,,0
1947-07,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,2,,,,0
1947-07,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,11,,,,0
1947-10,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,24090,,,,0
1947-10,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,55,,,,0
1947-10,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,604,,,,0
1947-10,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,317,,,,0
1947-10,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,3165,,,,0
1947-10,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,14433,,,,0
1947-10,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,1150,,,,0
1947-10,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,519,,,,0
1947-10,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,1005,,,,0
1947-10,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,2832,,,,0
1947-10,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,2,,,,0
1947-10,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,8,,,,0
1948-01,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,23076,,,,0
1948-01,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,27,,,,0
1948-01,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,456,,,,0
1948-01,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,295,,,,0
1948-01,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,5126,,,,0
1948-01,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,11504,,,,0
1948-01,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,1095,,,,0
1948-01,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,644,,,,0
1948-01,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,1233,,,,0
1948-01,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,2668,,,,0
1948-01,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,19,,,,0
1948-01,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,9,,,,0
1948-04,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,34199,,,,0
1948-04,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,66,,,,0
1948-04,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,652,,,,0
1948-04,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,396,,,,0
1948-04,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,5330,,,,0
1948-04,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,17594,,,,0
1948-04,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,2154,,,,0
1948-04,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,1289,,,,0
1948-04,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,3363,,,,0
1948-04,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,3330,,,,0
1948-04,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,17,,,,0
1948-04,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,8,,,,0
1948-07,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,33932,,,,0
1948-07,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,108,,,,0
1948-07,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,779,,,,0
1948-07,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,379,,,,0
1948-07,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,6856,,,,0
1948-07,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,16433,,,,0
1948-07,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,2047,,,,0
1948-07,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,1643,,,,0
1948-07,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,2761,,,,0
1948-07,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,2910,,,,0
1948-07,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,11,,,,0
1948-07,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,5,,,,0
1948-10,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,34207,,,,0
1948-10,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,68,,,,0
1948-10,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,926,,,,0
1948-10,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,406,,,,0
1948-10,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,7375,,,,0
1948-10,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,16090,,,,0
1948-10,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,2454,,,,0
1948-10,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,1511,,,,0
1948-10,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,2358,,,,0
1948-10,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,3010,,,,0
1948-10,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,6,,,,0
1948-10,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,3,,,,0
1949-01,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,23265,,,,0
1949-01,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,40,,,,0
1949-01,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,416,,,,0
1949-01,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,181,,,,0
1949-01,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,4184,,,,0
1949-01,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,12422,,,,0
1949-01,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,1266,,,,0
1949-01,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,929,,,,0
1949-01,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,2037,,,,0
1949-01,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,1766,,,,0
1949-01,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,11,,,,0
1949-01,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,13,,,,0
1949-04,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,30243,,,,0
1949-04,Newfoundland and Labrador,2016A000210,Immigrants,Persons,249,units,0,v29850347,2.1,50,,,,0
1949-04,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,89,,,,0
1949-04,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,474,,,,0
1949-04,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,249,,,,0
1949-04,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,5419,,,,0
1949-04,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,15310,,,,0
1949-04,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,2033,,,,0
1949-04,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,1139,,,,0
1949-04,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,2999,,,,0
1949-04,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,2472,,,,0
1949-04,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,4,,,,0
1949-04,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,5,,,,0
1949-07,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,22641,,,,0
1949-07,Newfoundland and Labrador,2016A000210,Immigrants,Persons,249,units,0,v29850347,2.1,43,,,,0
1949-07,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,67,,,,0
1949-07,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,374,,,,0
1949-07,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,191,,,,0
1949-07,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,4844,,,,0
1949-07,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,11240,,,,0
1949-07,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,1228,,,,0
1949-07,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,815,,,,0
1949-07,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,1908,,,,0
1949-07,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,1917,,,,0
1949-07,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,6,,,,0
1949-07,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,8,,,,0
1949-10,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,19068,,,,0
1949-10,Newfoundland and Labrador,2016A000210,Immigrants,Persons,249,units,0,v29850347,2.1,36,,,,0
1949-10,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,44,,,,0
1949-10,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,362,,,,0
1949-10,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,161,,,,0
1949-10,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,3558,,,,0
1949-10,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,9635,,,,0
1949-10,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,1194,,,,0
1949-10,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,781,,,,0
1949-10,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,1575,,,,0
1949-10,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,1719,,,,0
1949-10,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,1,,,,0
1949-10,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,2,,,,0
1950-01,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,14470,,,,0
1950-01,Newfoundland and Labrador,2016A000210,Immigrants,Persons,249,units,0,v29850347,2.1,26,,,,0
1950-01,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,41,,,,0
1950-01,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,240,,,,0
1950-01,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,80,,,,0
1950-01,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,2618,,,,0
1950-01,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,7731,,,,0
1950-01,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,888,,,,0
1950-01,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,566,,,,0
1950-01,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,1091,,,,0
1950-01,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,1181,,,,0
1950-01,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,3,,,,0
1950-01,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,5,,,,0
1950-04,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,22816,,,,0
1950-04,Newfoundland and Labrador,2016A000210,Immigrants,Persons,249,units,0,v29850347,2.1,54,,,,0
1950-04,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,52,,,,0
1950-04,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,398,,,,0
1950-04,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,226,,,,0
1950-04,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,3718,,,,0
1950-04,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,11719,,,,0
1950-04,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,1239,,,,0
1950-04,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,967,,,,0
1950-04,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,2734,,,,0
1950-04,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,1701,,,,0
1950-04,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,3,,,,0
1950-04,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,5,,,,0
1950-07,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,16964,,,,0
1950-07,Newfoundland and Labrador,2016A000210,Immigrants,Persons,249,units,0,v29850347,2.1,57,,,,0
1950-07,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,44,,,,0
1950-07,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,277,,,,0
1950-07,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,174,,,,0
1950-07,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,3335,,,,0
1950-07,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,8815,,,,0
1950-07,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,707,,,,0
1950-07,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,670,,,,0
1950-07,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,1302,,,,0
1950-07,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,1577,,,,0
1950-07,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,3,,,,0
1950-07,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,3,,,,0
1950-10,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,19662,,,,0
1950-10,Newfoundland and Labrador,2016A000210,Immigrants,Persons,249,units,0,v29850347,2.1,67,,,,0
1950-10,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,27,,,,0
1950-10,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,252,,,,0
1950-10,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,183,,,,0
1950-10,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,3904,,,,0
1950-10,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,10776,,,,0
1950-10,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,820,,,,0
1950-10,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,694,,,,0
1950-10,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,1297,,,,0
1950-10,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,1632,,,,0
1950-10,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,4,,,,0
1950-10,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,6,,,,0
1951-01,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,25914,,,,0
1951-01,Newfoundland and Labrador,2016A000210,Immigrants,Persons,249,units,0,v29850347,2.1,66,,,,0
1951-01,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,24,,,,0
1951-01,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,340,,,,0
1951-01,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,241,,,,0
1951-01,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,4905,,,,0
1951-01,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,14710,,,,0
1951-01,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,1058,,,,0
1951-01,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,747,,,,0
1951-01,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,1846,,,,0
1951-01,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,1976,,,,0
1951-01,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,0,,,,0
1951-01,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,1,,,,0
1951-04,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,53871,,,,0
1951-04,Newfoundland and Labrador,2016A000210,Immigrants,Persons,249,units,0,v29850347,2.1,47,,,,0
1951-04,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,90,,,,0
1951-04,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,551,,,,0
1951-04,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,398,,,,0
1951-04,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,10299,,,,0
1951-04,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,30372,,,,0
1951-04,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,2642,,,,0
1951-04,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,1206,,,,0
1951-04,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4584,,,,0
1951-04,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,3673,,,,0
1951-04,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,3,,,,0
1951-04,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,6,,,,0
1951-07,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,50100,,,,0
1951-07,Canada,2016A000011124,Emigrants,Persons,249,units,0,v29850343,1.2,13637,,,,0
